Positive,Negative
47.9,0.0
50.0,0.0
7.5,2.1999999999999997
27.400000000000002,0.0
14.299999999999999,2.4
34.5,0.0
55.800000000000004,0.0
56.89999999999999,0.0
45.2,0.0
2.7,11.3
48.3,0.0
19.3,1.7000000000000002
27.500000000000004,0.0
28.799999999999997,1.0
21.099999999999998,0.0
13.200000000000001,7.6
24.0,0.0
22.400000000000002,14.399999999999999
27.1,0.0
46.6,0.0
19.400000000000002,0.0
25.6,0.0
34.2,0.0
18.7,0.0
0.0,0.0
21.4,3.1
41.199999999999996,0.0
4.6,0.0
32.800000000000004,0.0
0.0,0.0
29.299999999999997,0.0
49.9,0.0
18.9,3.1
37.0,0.0
45.800000000000004,0.0
9.5,3.6999999999999997
26.5,0.0
50.0,0.0
41.099999999999994,0.0
16.3,0.0
0.0,9.6
29.099999999999998,0.0
28.000000000000004,3.1
44.3,0.0
0.0,0.0
0.0,0.0
11.4,7.000000000000001
0.0,17.8
0.0,0.0
0.0,0.0
26.8,2.6
31.0,3.8
34.300000000000004,0.0
26.5,0.0
0.0,3.3000000000000003
1.7999999999999998,0.0
1.0999999999999999,0.8999999999999999
27.0,0.0
0.0,0.0
18.6,10.299999999999999
0.0,0.0
14.799999999999999,8.200000000000001
39.4,0.0
0.0,0.0
33.7,0.0
8.1,0.0
31.4,0.0
0.0,0.0
37.1,0.0
24.8,9.700000000000001
44.800000000000004,0.0
12.5,3.6999999999999997
0.0,0.0
59.3,0.0
24.2,1.6
0.0,0.0
32.6,0.0
30.099999999999998,0.0
0.0,0.0
29.299999999999997,0.0
21.5,4.5
30.2,0.0
28.4,5.8999999999999995
32.4,3.0
20.5,2.8000000000000003
30.2,5.800000000000001
32.9,0.0
25.3,0.0
11.1,14.299999999999999
21.5,7.000000000000001
36.8,0.0
56.699999999999996,0.0
43.6,0.0
0.0,14.499999999999998
25.900000000000002,0.0
22.3,4.9
19.6,1.6
9.9,10.2
13.100000000000001,8.9
0.0,3.8
34.1,0.0
19.400000000000002,0.0
7.199999999999999,0.0
40.300000000000004,0.0
25.6,0.0
30.4,0.0
20.9,0.0
36.7,0.0
18.9,5.6000000000000005
19.7,0.0
25.3,0.0
28.4,0.0
31.4,0.0
33.2,4.1000000000000005
15.299999999999999,0.0
30.8,0.0
37.2,0.0
19.3,0.8
28.799999999999997,6.5
62.4,0.0
57.099999999999994,0.0
34.5,2.4
26.8,6.800000000000001
20.599999999999998,8.7
